,age,let-introduced,lettice,church-introduced,spelling-relief,friends-introduced,perry,parents,status,month,jerome,spelling,english,barrons,world,latin-study,hairdresser,barron-crisis,housework,poverty,child-led,projects,assessments,motivation,william,tyler,highest-win,previous-missed,dinner,newslettering,pedagogue,gerbil-studied,doll,visiting,sara,lessons,birthdaying,lettice-monster,bookstore,topeng-defined,barrons-card,greekletters,threats-useless,epilogued,minestrone,photosynthesis,william-intervention,warned,cyan,hyalithe,psitta,not-talking,materials-studied,copy-error,cosmetics-studied,wednesday-done,lectern,art-words,isgreek,isindonesian,isspanish,ishungarian,genius,jerome-texted,hawaiian,format-change,collage-ready,coupons-offered
082_data.txt,9.0,1.0,20.0,1.0,5.0,1.0,3.0,0.0,3.0,26.0,1.0,10.0,,,1.0,1.0,,,,2.0,,,,1.0,,,1.0,1.0,,3.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,,,
083_data.txt,10.0,1.0,-2.0,1.0,12.0,1.0,4.0,1.0,3.0,29.0,3.0,36.0,4.0,1.0,4.0,2.0,,1.0,,12.0,2.0,,,1.0,1.0,,2.0,2.0,1.0,1.0,,,1.0,,2.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,0.0,0.0,0.0,,1.0,,,,1.0,1.0,,,1.0,,,,,,,
029_data.txt,11.0,1.0,-1.0,1.0,9.0,1.0,2.0,2.0,1.0,29.0,5.0,45.0,4.0,5.0,3.0,2.0,,3.0,1.0,12.0,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,
034_data.txt,10.0,1.0,0.0,1.0,10.0,1.0,2.0,0.0,3.0,29.0,2.0,32.0,4.0,5.0,4.0,1.0,4.0,,1.0,12.0,2.0,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,1.0,,2.0,,,,1.0,,1.0,,,1.0,,1.0,1.0,,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,
008_data.txt,10.0,1.0,-4.0,1.0,10.0,1.0,4.0,-1.0,3.0,27.0,2.0,41.0,4.0,3.0,5.0,2.0,50.0,,1.0,5.0,2.0,,,1.0,,,4.0,2.0,1.0,2.0,,,1.0,,2.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,,,1.0,1.0,,,,,1.0,2.0
005_data.txt,11.0,1.0,3.0,1.0,15.0,1.0,2.0,0.0,4.0,29.0,4.0,30.0,3.0,5.0,4.0,,45.0,1.0,1.0,15.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,1.0,,,2.0,1.0,2.0,,,1.0,,,,,,1.0,
058_data.txt,11.0,1.0,-3.0,1.0,14.0,1.0,1.0,4.0,6.0,29.0,5.0,49.0,4.0,6.0,4.0,2.0,45.0,3.0,1.0,12.0,2.0,,,1.0,1.0,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,2.0,,2.0,,,1.0,1.0,,,1.0,,,
021_data.txt,9.0,1.0,0.0,1.0,7.0,1.0,1.0,11.0,,30.0,2.0,11.0,3.0,3.0,5.0,,3.0,1.0,1.0,6.0,,,,2.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,,,,,,,,,,,
098_data.txt,11.0,1.0,3.0,1.0,12.0,1.0,2.0,2.0,3.0,29.0,4.0,39.0,4.0,5.0,4.0,,50.0,1.0,1.0,13.0,2.0,,,0.0,1.0,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,
059_data.txt,10.0,1.0,-1.0,1.0,9.0,1.0,4.0,0.0,6.0,27.0,1.0,42.0,4.0,1.0,4.0,2.0,,,,3.0,,,,1.0,,,4.0,2.0,1.0,2.0,,1.0,1.0,,2.0,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,2.0,,,1.0,,,,1.0,,,
095_data.txt,11.0,1.0,0.0,1.0,14.0,1.0,2.0,3.0,6.0,27.0,5.0,51.0,4.0,2.0,2.0,2.0,,1.0,1.0,7.0,2.0,,,2.0,,,4.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,,,,,1.0,2.0,,,1.0,2.0,,
014_data.txt,11.0,1.0,-1.0,1.0,14.0,1.0,5.0,3.0,7.0,27.0,8.0,62.0,4.0,5.0,4.0,2.0,30.0,3.0,1.0,4.0,2.0,,,2.0,1.0,1.0,4.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,,,,
052_data.txt,12.0,1.0,-6.0,1.0,11.0,1.0,6.0,-1.0,14.0,27.0,4.0,69.0,4.0,5.0,3.0,2.0,50.0,3.0,1.0,7.0,2.0,,,2.0,1.0,1.0,4.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,,1.0,,1.0,,,1.0,,0.0,0.0,0.0,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,
024_data.txt,11.0,1.0,0.0,1.0,11.0,1.0,2.0,7.0,3.0,27.0,5.0,54.0,4.0,3.0,4.0,2.0,,1.0,1.0,4.0,2.0,,,1.0,1.0,1.0,4.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,0.0,0.0,0.0,,,1.0,,2.0,1.0,2.0,,,,1.0,,,1.0,,,
065_data.txt,10.0,1.0,-1.0,1.0,14.0,1.0,4.0,2.0,6.0,29.0,5.0,31.0,4.0,2.0,4.0,,,1.0,1.0,13.0,2.0,,1.0,2.0,1.0,,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,1.0,,,,,,1.0,,,1.0,,0.0,0.0,0.0,,1.0,1.0,,2.0,,,,,1.0,,1.0,,,,,
062_data.txt,10.0,1.0,-2.0,1.0,12.0,1.0,2.0,-1.0,4.0,27.0,8.0,53.0,4.0,2.0,3.0,2.0,,1.0,1.0,6.0,2.0,,,0.0,,,4.0,2.0,1.0,2.0,,,1.0,1.0,2.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,1.0,2.0,,,,2.0,,1.0,,,1.0,
051_data.txt,10.0,1.0,1.0,1.0,8.0,1.0,2.0,-1.0,5.0,27.0,3.0,45.0,4.0,3.0,2.0,2.0,30.0,1.0,1.0,4.0,2.0,,,1.0,,,4.0,2.0,1.0,-1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,
050_data.txt,11.0,1.0,-4.0,1.0,16.0,1.0,3.0,-2.0,7.0,27.0,5.0,58.0,4.0,5.0,4.0,2.0,45.0,3.0,1.0,4.0,2.0,,,1.0,1.0,1.0,4.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,2.0,1.0,,1.0,,,,1.0,,,
001_data.txt,11.0,1.0,0.0,1.0,12.0,1.0,2.0,4.0,8.0,29.0,5.0,41.0,4.0,5.0,3.0,2.0,,3.0,1.0,14.0,2.0,,,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,
026_data.txt,11.0,1.0,2.0,1.0,9.0,1.0,3.0,1.0,4.0,27.0,3.0,68.0,4.0,2.0,4.0,2.0,,1.0,1.0,6.0,,,,2.0,,,4.0,2.0,1.0,2.0,,1.0,,,3.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,,,2.0,1.0,,,2.0,,,1.0,,,
025_data.txt,10.0,1.0,-3.0,1.0,15.0,1.0,1.0,-3.0,4.0,27.0,3.0,41.0,4.0,2.0,5.0,2.0,,1.0,1.0,6.0,2.0,,,2.0,,,4.0,2.0,1.0,2.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,
011_data.txt,11.0,1.0,1.0,1.0,14.0,1.0,3.0,4.0,9.0,27.0,4.0,41.0,4.0,5.0,3.0,1.0,50.0,3.0,1.0,5.0,2.0,,,2.0,1.0,1.0,4.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,2.0,,
036_data.txt,11.0,1.0,3.0,1.0,14.0,1.0,1.0,2.0,7.0,29.0,1.0,44.0,4.0,5.0,6.0,,,3.0,1.0,13.0,,,,2.0,1.0,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,
087_data.txt,8.0,1.0,15.0,1.0,4.0,1.0,1.0,-1.0,1.0,26.0,,7.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
093_data.txt,11.0,1.0,0.0,1.0,12.0,1.0,5.0,6.0,9.0,27.0,4.0,54.0,1.0,6.0,3.0,2.0,45.0,3.0,1.0,7.0,2.0,,1.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,2.0,,,,,,
089_data.txt,10.0,1.0,1.0,1.0,8.0,1.0,1.0,-5.0,7.0,27.0,2.0,46.0,4.0,2.0,3.0,2.0,,1.0,1.0,4.0,,,,1.0,,,4.0,2.0,1.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,1.0,,1.0,1.0
070_data.txt,10.0,1.0,-3.0,1.0,8.0,1.0,2.0,-2.0,4.0,27.0,7.0,46.0,1.0,2.0,5.0,2.0,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,4.0,2.0,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,
075_data.txt,11.0,1.0,-4.0,1.0,11.0,1.0,3.0,1.0,7.0,29.0,7.0,48.0,4.0,2.0,4.0,1.0,,1.0,1.0,12.0,,,,1.0,,,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,
038_data.txt,10.0,1.0,-2.0,1.0,11.0,1.0,1.0,4.0,5.0,27.0,5.0,40.0,4.0,6.0,3.0,2.0,,3.0,1.0,2.0,2.0,,,2.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,
009_data.txt,10.0,1.0,1.0,1.0,10.0,1.0,2.0,4.0,4.0,29.0,4.0,28.0,4.0,6.0,3.0,2.0,45.0,3.0,1.0,13.0,2.0,,,1.0,1.0,,1.0,2.0,1.0,2.0,,,1.0,1.0,2.0,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,
013_data.txt,10.0,1.0,-1.0,1.0,10.0,1.0,1.0,5.0,0.0,27.0,4.0,40.0,4.0,4.0,3.0,,,2.0,1.0,10.0,2.0,,,2.0,1.0,1.0,4.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,3.0,,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,4.0,,1.0,,,,1.0,,
066_data.txt,11.0,1.0,-1.0,1.0,13.0,1.0,3.0,-9.0,7.0,27.0,4.0,69.0,4.0,2.0,3.0,2.0,,1.0,1.0,2.0,2.0,,,2.0,,,4.0,2.0,1.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,,,,,,,,
000_data.txt,10.0,1.0,-3.0,1.0,17.0,1.0,4.0,5.0,4.0,27.0,5.0,32.0,3.0,4.0,3.0,,,3.0,1.0,4.0,2.0,,,2.0,1.0,1.0,4.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,,
033_data.txt,11.0,1.0,-5.0,1.0,18.0,1.0,1.0,3.0,8.0,27.0,5.0,40.0,4.0,5.0,3.0,2.0,,3.0,1.0,11.0,2.0,,,2.0,1.0,1.0,4.0,2.0,1.0,2.0,,,1.0,1.0,2.0,,1.0,,1.0,2.0,1.0,1.0,,1.0,,,1.0,,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,1.0,,,4.0,,,1.0,,,,,
031_data.txt,11.0,1.0,0.0,1.0,10.0,1.0,1.0,-4.0,10.0,27.0,6.0,62.0,4.0,2.0,5.0,1.0,,1.0,1.0,5.0,2.0,,,1.0,,,4.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,1.0,1.0,1.0,
097_data.txt,11.0,1.0,3.0,1.0,7.0,1.0,2.0,5.0,7.0,29.0,5.0,43.0,4.0,6.0,3.0,2.0,50.0,3.0,1.0,12.0,2.0,,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,,2.0,,,1.0,,1.0,,,,,
035_data.txt,9.0,1.0,20.0,1.0,7.0,1.0,1.0,-1.0,2.0,26.0,1.0,4.0,3.0,,3.0,,,,,,,,,2.0,,,,,1.0,-1.0,1.0,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,2.0,,
042_data.txt,11.0,1.0,-2.0,1.0,12.0,1.0,2.0,0.0,3.0,27.0,4.0,54.0,4.0,2.0,4.0,1.0,,1.0,1.0,4.0,2.0,,,1.0,,,4.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,2.0,,2.0,,,,6.0,,,1.0,,1.0,2.0
022_data.txt,11.0,1.0,1.0,1.0,17.0,1.0,2.0,4.0,4.0,29.0,7.0,62.0,4.0,6.0,4.0,2.0,45.0,3.0,1.0,16.0,2.0,,,1.0,1.0,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,2.0,,,,
071_data.txt,10.0,1.0,4.0,1.0,7.0,1.0,3.0,1.0,5.0,27.0,3.0,45.0,4.0,2.0,3.0,,,1.0,1.0,6.0,,,,1.0,,,4.0,2.0,1.0,4.0,1.0,,,,2.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,2.0,1.0,2.0,,,,1.0,,,1.0,1.0,,
073_data.txt,10.0,1.0,13.0,1.0,8.0,1.0,5.0,5.0,10.0,26.0,3.0,33.0,4.0,,4.0,1.0,,,,3.0,,,,1.0,,,1.0,2.0,1.0,2.0,,1.0,,,3.0,,,,,,,1.0,1.0,1.0,,1.0,,,0.0,0.0,0.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
